StudentID,Name,Gender,Age,DOB,Grade,Section,City,ParentalEducationLevel,InternetQuality,DeviceUsedForStudy,LearningStyle,BehaviourRating,ClubMember,MathScore,PhysicsScore,ChemistryScore,BiologyScore,EnglishScore,ComputerScore,AverageMarks,GPA,Passed,AttendancePercent,TotalFees,FeesPaid,RemainingFees,StudyHoursPerWeek,TestPreparation,HealthFactor,TransportRequired,OnlineClassParticipation,AssignmentsSubmitted,ProjectsCompleted
S2235,Vihaan Verma,Other,15,2010-01-09,9,E,Kolkata,None,Poor,None,Kinesthetic,Good,Coding,33,58,51,27,65,92,54.33,5.43,No,90.4,40000,2443,37557,21,Yes,Good,Yes,2.8,32,7
S2236,Zoya Shah,Female,19,2006-07-27,11,A,Bengaluru,Graduate,Poor,Laptop,Auditory,Poor,Debate,58,45,53,22,90,99,61.17,6.12,No,80.1,80000,72904,7096,11,No,Poor,Yes,6.9,28,7
S2237,Rohit Joshi,Other,14,2011-05-03,9,B,Mumbai,None,Excellent,Tablet,Kinesthetic,Excellent,Dance,39,65,42,69,50,39,50.67,5.07,Yes,77.4,80000,66496,13504,19,No,Poor,No,9.8,25,0
S2238,Riya Kumar,Other,15,2010-04-21,11,B,Nagpur,Graduate,Good,Phone,Reading/Writing,Average,None,74,30,93,52,47,48,57.33,5.73,No,95.7,60000,26073,33927,17,Yes,Poor,No,4.0,45,2
S2239,Rohit Singh,Male,17,2008-06-26,12,D,Bengaluru,Primary,Average,Tablet,Auditory,Good,None,99,79,20,20,51,43,52.0,5.2,No,85.4,100000,41520,58480,26,No,Poor,No,4.3,37,5
S2240,Neha Verma,Male,18,2007-09-20,10,C,Kolkata,Primary,Average,None,Kinesthetic,Excellent,Coding,75,31,46,39,65,51,51.17,5.12,No,73.0,30000,12162,17838,7,No,Average,No,4.4,44,1
S2241,Aarav Khanna,Other,19,2006-08-27,10,E,Hyderabad,Secondary,Poor,Phone,Kinesthetic,Poor,Drama,73,50,76,61,87,67,69.0,6.9,Yes,79.2,30000,15433,14567,29,Yes,Poor,Yes,2.8,32,0
S2242,Priya Patel,Female,18,2007-03-14,10,B,Bengaluru,Graduate,Average,Tablet,Kinesthetic,Average,None,100,65,37,49,53,49,58.83,5.88,Yes,51.4,60000,35652,24348,7,Yes,Good,Yes,3.9,31,9
S2243,Neha Kapoor,Other,15,2010-08-05,9,C,Delhi,Primary,Good,Phone,Auditory,Excellent,Sports,30,92,77,61,30,89,63.17,6.32,No,86.9,60000,17511,42489,5,No,Average,Yes,9.3,41,5
S2244,Ishaan Kapoor,Female,19,2006-04-08,11,A,Delhi,None,Average,Laptop,Kinesthetic,Good,Debate,65,80,30,59,61,33,54.67,5.47,No,55.2,60000,8389,51611,24,Yes,Average,No,8.3,24,0
S2245,Vihaan Mehta,Female,18,2007-04-06,10,A,Nagpur,Primary,Excellent,Laptop,Auditory,Excellent,Robotics,85,32,57,93,73,80,70.0,7.0,No,71.8,30000,9769,20231,21,Yes,Average,Yes,5.3,35,2
S2246,Arjun Mehta,Female,16,2009-10-29,12,D,Mumbai,Postgraduate,Good,Phone,Kinesthetic,Good,Coding,36,94,34,69,63,97,65.5,6.55,Yes,84.8,80000,1466,78534,5,Yes,Good,No,6.2,39,8
S2247,Ishaan Bhatia,Male,19,2006-11-04,9,E,Pune,None,Average,Laptop,Visual,Good,Robotics,41,80,90,20,26,88,57.5,5.75,No,88.9,80000,54516,25484,24,No,Poor,Yes,2.5,19,7
S2248,Vivaan Agarwal,Other,14,2011-06-13,9,C,Pune,None,Good,Laptop,Visual,Good,Music,27,26,33,21,38,67,35.33,3.53,No,62.3,30000,12159,17841,18,No,Good,No,9.7,32,7
S2249,Riya Mehta,Other,18,2007-10-03,12,C,Hyderabad,Graduate,Poor,Phone,Auditory,Good,Drama,40,86,100,79,86,99,81.67,8.17,Yes,66.1,40000,20533,19467,24,Yes,Good,No,7.4,14,5
S2250,Aisha Mehta,Female,19,2006-11-18,9,C,Pune,Graduate,Good,None,Kinesthetic,Good,Music,56,85,63,38,94,63,66.5,6.65,Yes,80.3,50000,3039,46961,17,Yes,Good,Yes,3.2,43,1
S2251,Ritika Malhotra,Other,18,2007-08-03,12,B,Hyderabad,Primary,Good,None,Visual,Average,Music,73,45,26,62,43,52,50.17,5.02,No,77.8,30000,1398,28602,12,Yes,Good,No,6.5,28,3
S2252,Aisha Nair,Female,18,2007-01-30,12,C,Pune,Primary,Poor,Laptop,Kinesthetic,Poor,Debate,61,48,63,22,32,53,46.5,4.65,No,67.5,80000,56390,23610,2,No,Good,Yes,9.8,35,4
S2253,Ritika Kumar,Male,17,2008-05-01,11,C,Hyderabad,Primary,Poor,Tablet,Reading/Writing,Good,None,62,96,96,51,37,54,66.0,6.6,Yes,88.0,40000,21429,18571,27,Yes,Poor,No,2.4,17,7
S2254,Sana Bose,Male,16,2009-07-28,11,A,Chennai,Primary,Poor,Tablet,Kinesthetic,Average,NCC,64,52,44,69,95,94,69.67,6.97,Yes,63.2,50000,37194,12806,26,No,Good,Yes,7.4,36,0
S2255,Kavya Agarwal,Female,18,2007-06-08,9,C,Nagpur,Postgraduate,Poor,Laptop,Visual,Excellent,Debate,31,79,36,69,71,66,58.67,5.87,No,83.1,80000,27840,52160,2,Yes,Good,Yes,1.6,18,10
S2256,Arjun Gupta,Female,19,2006-11-13,11,D,Bengaluru,Secondary,Good,Phone,Visual,Average,NCC,32,31,99,96,45,51,59.0,5.9,No,67.4,60000,50043,9957,27,No,Good,Yes,9.8,16,8
S2257,Karan Shah,Other,16,2008-12-01,9,C,Delhi,Primary,Average,None,Kinesthetic,Excellent,Sports,75,98,20,24,99,47,60.5,6.05,No,85.2,40000,36265,3735,7,Yes,Poor,Yes,4.3,49,8
S2258,Vihaan Kapoor,Female,16,2009-09-03,12,C,Mumbai,Postgraduate,Poor,Laptop,Reading/Writing,Excellent,Drama,31,20,92,24,40,93,50.0,5.0,No,96.7,30000,23707,6293,15,No,Good,No,6.1,24,7
S2259,Arjun Malhotra,Female,18,2007-07-06,11,D,Mumbai,Primary,Average,Laptop,Visual,Excellent,Debate,72,21,43,75,93,68,62.0,6.2,No,99.1,100000,74109,25891,25,Yes,Good,Yes,2.4,31,5
S2260,Riya Joshi,Other,15,2010-04-05,10,B,Pune,Postgraduate,Average,Laptop,Visual,Average,Debate,62,43,68,58,42,77,58.33,5.83,Yes,66.7,100000,54610,45390,23,Yes,Good,No,6.4,30,6
S2261,Vivaan Chopra,Female,19,2006-06-02,11,E,Bengaluru,Graduate,Excellent,Tablet,Visual,Average,Coding,73,45,49,95,94,95,75.17,7.52,Yes,93.5,60000,14160,45840,23,Yes,Average,No,2.8,31,8
S2262,Vihaan Reddy,Female,16,2009-03-06,10,D,Nagpur,None,Poor,Laptop,Reading/Writing,Excellent,Drama,69,70,88,76,100,70,78.83,7.88,Yes,98.2,80000,31565,48435,14,Yes,Good,No,9.2,27,6
S2263,Sana Shah,Male,17,2008-02-06,11,E,Mumbai,Secondary,Poor,None,Kinesthetic,Poor,Music,84,32,100,26,51,80,62.17,6.22,No,81.5,60000,51234,8766,20,No,Good,No,8.1,40,7
S2264,Priya Dutta,Female,15,2010-11-19,10,D,Bengaluru,Secondary,Average,Laptop,Auditory,Excellent,Coding,46,70,92,38,53,76,62.5,6.25,Yes,60.4,100000,4716,95284,22,No,Average,Yes,3.6,10,1
S2265,Neha Dutta,Female,19,2006-11-29,11,A,Nagpur,Primary,Poor,Phone,Kinesthetic,Average,Drama,81,74,79,97,68,91,81.67,8.17,Yes,60.5,100000,3015,96985,28,Yes,Good,Yes,2.6,28,6
S2266,Zoya Bose,Female,18,2007-05-03,11,E,Hyderabad,Secondary,Good,None,Reading/Writing,Excellent,Debate,81,99,52,36,93,93,75.67,7.57,Yes,70.1,60000,58015,1985,14,Yes,Average,Yes,4.0,16,1
S2267,Sana Bhatia,Female,19,2005-12-07,9,C,Mumbai,Primary,Excellent,Tablet,Visual,Average,Sports,35,70,54,95,92,50,66.0,6.6,Yes,70.3,100000,5744,94256,30,No,Poor,Yes,1.3,15,8
S2268,Siddharth Verma,Female,15,2010-08-09,11,A,Pune,Secondary,Excellent,None,Auditory,Excellent,Dance,55,40,58,80,40,39,52.0,5.2,Yes,92.8,80000,50253,29747,15,No,Good,No,8.6,39,9
S2269,Ishaan Nair,Female,17,2008-10-29,9,E,Kolkata,Secondary,Good,Tablet,Visual,Excellent,NSS,99,50,87,53,83,36,68.0,6.8,Yes,78.6,80000,2941,77059,27,No,Good,Yes,3.4,50,0
S2270,Karan Gupta,Male,19,2005-12-16,12,D,Mumbai,Primary,Excellent,None,Reading/Writing,Good,NCC,31,33,39,66,52,33,42.33,4.23,No,98.3,40000,15669,24331,15,No,Average,No,7.0,14,9
S2271,Arjun Joshi,Male,17,2008-03-07,9,D,Chennai,Postgraduate,Excellent,Laptop,Visual,Average,Dance,66,87,95,40,58,84,71.67,7.17,Yes,93.3,30000,23723,6277,14,Yes,Good,Yes,2.2,35,9
S2272,Siddharth Patel,Female,19,2006-10-14,12,E,Hyderabad,Secondary,Excellent,Phone,Auditory,Good,NSS,53,53,87,71,73,61,66.33,6.63,Yes,59.3,100000,27601,72399,15,No,Poor,No,9.0,19,8
S2273,Krisha Dutta,Male,17,2008-06-06,12,E,Chennai,None,Excellent,None,Visual,Excellent,NCC,97,88,31,95,92,42,74.17,7.42,No,92.9,30000,18312,11688,23,No,Good,No,7.5,37,1
S2274,Rohit Joshi,Other,19,2006-05-22,12,E,Pune,Secondary,Good,Tablet,Visual,Good,Dance,31,87,34,84,82,77,65.83,6.58,No,57.8,50000,6306,43694,16,Yes,Good,Yes,5.5,37,6
S2275,Vihaan Kumar,Female,16,2009-06-24,11,B,Hyderabad,Secondary,Poor,Laptop,Kinesthetic,Poor,Coding,45,52,77,30,45,85,55.67,5.57,No,61.4,100000,73063,26937,7,No,Good,Yes,9.6,26,6
S2276,Kavya Bose,Other,14,2011-06-16,12,B,Mumbai,None,Excellent,Phone,Visual,Poor,NSS,65,68,38,24,98,73,61.0,6.1,No,79.8,100000,2655,97345,27,Yes,Good,Yes,8.4,49,0
S2277,Aisha Bose,Female,15,2010-11-16,9,C,Nagpur,Graduate,Good,Tablet,Reading/Writing,Poor,Drama,77,42,65,63,40,36,53.83,5.38,Yes,96.3,30000,5710,24290,27,No,Average,No,5.1,17,8
S2278,Siddharth Kumar,Female,15,2010-04-12,12,B,Nagpur,None,Excellent,None,Auditory,Average,Music,80,28,74,61,62,91,66.0,6.6,No,90.6,80000,51348,28652,24,Yes,Poor,No,9.3,11,8
S2279,Neha Sharma,Other,17,2008-09-22,10,B,Pune,Postgraduate,Poor,None,Kinesthetic,Average,NCC,69,39,45,50,83,68,59.0,5.9,Yes,96.2,40000,13053,26947,17,No,Good,Yes,2.8,12,7
S2280,Rohit Kumar,Female,16,2009-02-17,11,C,Kolkata,Graduate,Poor,Phone,Visual,Excellent,Robotics,80,85,56,58,48,55,63.67,6.37,Yes,97.8,80000,28698,51302,17,Yes,Poor,Yes,5.3,35,2
S2281,Neha Shah,Female,16,2009-04-15,11,E,Pune,Primary,Good,Tablet,Kinesthetic,Poor,Music,65,41,65,97,98,32,66.33,6.63,No,71.8,80000,67920,12080,23,Yes,Good,No,10.0,28,1
S2282,Priya Malhotra,Female,19,2006-09-18,9,E,Chennai,Primary,Average,Phone,Kinesthetic,Good,Dance,37,38,94,37,98,44,58.0,5.8,Yes,83.2,100000,46531,53469,23,No,Good,Yes,2.2,16,4
S2283,Neha Dutta,Male,19,2006-10-13,9,D,Chennai,None,Average,Tablet,Reading/Writing,Excellent,NSS,77,65,47,39,45,96,61.5,6.15,Yes,71.8,30000,25497,4503,22,Yes,Good,Yes,1.5,45,2
S2284,Ritika Agarwal,Other,14,2011-03-07,10,C,Pune,Postgraduate,Average,Tablet,Kinesthetic,Excellent,Sports,90,36,88,64,55,56,64.83,6.48,Yes,51.7,40000,2246,37754,30,Yes,Good,No,7.3,22,2
S2285,Ritika Dutta,Female,19,2006-01-19,11,C,Pune,Primary,Average,Tablet,Kinesthetic,Good,Drama,53,82,37,85,34,91,63.67,6.37,Yes,85.6,30000,4490,25510,16,No,Good,No,2.7,42,8
S2286,Kavya Kumar,Female,16,2009-06-08,11,E,Bengaluru,Postgraduate,Poor,Laptop,Visual,Good,NCC,91,55,72,28,59,52,59.5,5.95,No,54.4,80000,58408,21592,10,No,Average,Yes,1.6,15,3
S2287,Ishaan Reddy,Female,17,2007-12-23,10,C,Kolkata,Primary,Excellent,Laptop,Reading/Writing,Good,Sports,85,89,51,58,80,47,68.33,6.83,Yes,90.1,80000,13572,66428,16,Yes,Average,No,1.1,17,2
S2288,Maya Verma,Other,16,2008-12-25,12,B,Nagpur,Secondary,Good,Tablet,Auditory,Poor,Sports,21,33,82,97,64,46,57.17,5.72,No,93.6,60000,41349,18651,26,Yes,Poor,Yes,8.0,29,5
S2289,Aarav Bhatia,Male,16,2009-01-13,12,D,Kolkata,Secondary,Poor,Laptop,Auditory,Poor,Coding,66,75,64,38,41,55,56.5,5.65,Yes,51.8,60000,3975,56025,28,No,Poor,No,1.8,46,0
S2290,Krisha Bose,Male,18,2006-12-26,11,D,Bengaluru,None,Good,None,Reading/Writing,Poor,Robotics,84,26,23,94,33,54,52.33,5.23,No,64.5,60000,7737,52263,19,No,Average,Yes,6.5,16,3
S2291,Kavya Singh,Male,19,2006-03-24,9,E,Chennai,Secondary,Average,Tablet,Reading/Writing,Excellent,Music,24,88,31,56,76,85,60.0,6.0,No,81.7,60000,28325,31675,23,No,Good,Yes,6.4,48,3
S2292,Aditya Reddy,Other,18,2006-12-10,9,D,Pune,Primary,Good,Phone,Auditory,Good,NSS,71,55,89,25,65,99,67.33,6.73,No,65.4,80000,9122,70878,30,No,Poor,Yes,9.0,39,4
S2293,Priya Nair,Female,16,2009-03-21,12,D,Delhi,Graduate,Average,Laptop,Visual,Excellent,Robotics,77,93,89,25,72,85,73.5,7.35,No,84.5,80000,51218,28782,12,No,Good,Yes,6.4,50,5
S2294,Zoya Joshi,Male,16,2009-05-17,9,D,Pune,Secondary,Average,Laptop,Reading/Writing,Excellent,Drama,49,63,81,98,54,63,68.0,6.8,Yes,77.0,60000,6182,53818,13,Yes,Average,No,1.1,44,2
S2295,Ritika Kapoor,Male,18,2007-05-21,10,A,Kolkata,Primary,Good,Phone,Reading/Writing,Poor,None,73,84,69,30,41,39,56.0,5.6,No,89.3,60000,27023,32977,16,No,Good,No,2.0,36,6
S2296,Vivaan Mehta,Female,17,2007-12-01,12,B,Hyderabad,Secondary,Average,None,Reading/Writing,Excellent,None,87,70,32,67,51,59,61.0,6.1,No,80.4,60000,28060,31940,16,Yes,Poor,No,2.3,44,5
S2297,Krisha Khanna,Other,19,2005-11-29,12,E,Kolkata,Postgraduate,Excellent,Laptop,Visual,Good,NSS,49,50,76,55,38,80,58.0,5.8,Yes,53.9,100000,32705,67295,1,No,Poor,No,1.1,27,5
S2298,Neha Gupta,Female,14,2011-01-25,10,C,Pune,Postgraduate,Good,Phone,Reading/Writing,Good,Sports,48,99,20,69,100,30,61.0,6.1,No,78.6,30000,13607,16393,4,No,Good,Yes,5.9,34,6
S2299,Neha Bose,Other,14,2011-03-15,10,B,Nagpur,Primary,Good,Tablet,Auditory,Average,Coding,40,70,99,59,59,58,64.17,6.42,Yes,84.2,80000,9367,70633,4,No,Average,No,7.1,18,8
S2300,Rohit Shah,Female,18,2007-06-20,12,A,Chennai,Secondary,Excellent,None,Kinesthetic,Poor,None,44,60,73,82,29,77,60.83,6.08,No,99.1,40000,187,39813,27,Yes,Average,Yes,2.9,29,3
S2301,Zoya Sharma,Female,14,2011-03-17,12,C,Chennai,None,Excellent,Phone,Visual,Good,Coding,38,34,84,76,65,63,60.0,6.0,Yes,80.5,60000,38389,21611,22,Yes,Good,No,8.5,23,0
S2302,Tanvi Patel,Male,19,2006-07-18,10,B,Mumbai,Postgraduate,Average,Phone,Visual,Poor,Dance,69,98,95,52,83,41,73.0,7.3,Yes,83.8,60000,31621,28379,5,Yes,Good,Yes,8.2,47,9
S2303,Rohit Chopra,Female,15,2010-10-27,11,D,Bengaluru,Graduate,Poor,Phone,Kinesthetic,Poor,Dance,69,35,77,69,45,40,55.83,5.58,Yes,92.0,60000,317,59683,18,No,Good,Yes,4.3,47,1
S2304,Maya Bhatia,Female,15,2010-11-04,12,E,Pune,None,Average,Phone,Reading/Writing,Average,Music,76,71,50,58,28,56,56.5,5.65,No,76.9,100000,51204,48796,10,Yes,Average,No,10.0,12,10
S2305,Maya Gupta,Other,15,2010-10-04,9,D,Hyderabad,Primary,Poor,None,Reading/Writing,Poor,NSS,55,69,62,98,81,59,70.67,7.07,Yes,93.9,40000,1420,38580,9,No,Poor,No,2.2,47,6
S2306,Ritika Kumar,Female,15,2010-07-21,9,E,Chennai,Secondary,Average,Phone,Auditory,Good,Sports,74,80,93,95,58,81,80.17,8.02,Yes,84.0,60000,11356,48644,12,Yes,Poor,Yes,5.0,23,10
S2307,Zoya Khanna,Male,15,2010-07-26,10,B,Bengaluru,Primary,Poor,None,Visual,Poor,Robotics,68,30,24,48,41,35,41.0,4.1,No,50.5,50000,18829,31171,12,Yes,Poor,Yes,4.6,14,2
S2308,Krisha Bose,Female,14,2011-04-22,10,D,Bengaluru,Secondary,Excellent,None,Reading/Writing,Average,NSS,31,24,27,40,27,39,31.33,3.13,No,88.6,40000,18526,21474,23,No,Good,No,3.7,19,4
S2309,Vihaan Sharma,Female,16,2009-11-12,9,C,Pune,None,Good,Tablet,Kinesthetic,Excellent,Robotics,43,75,29,81,87,74,64.83,6.48,No,93.3,100000,55995,44005,3,No,Poor,Yes,5.8,19,5
S2310,Maya Agarwal,Male,19,2006-05-22,12,C,Nagpur,None,Average,Tablet,Auditory,Poor,Dance,67,57,97,74,64,74,72.17,7.22,Yes,87.7,40000,19853,20147,11,Yes,Good,No,7.3,22,7
S2311,Karan Reddy,Male,14,2011-05-25,10,C,Mumbai,Graduate,Good,Laptop,Auditory,Average,Drama,47,48,23,53,26,86,47.17,4.72,No,62.5,50000,38631,11369,24,Yes,Good,Yes,8.8,31,5
S2312,Vihaan Verma,Other,14,2011-07-02,12,C,Mumbai,Secondary,Excellent,Phone,Reading/Writing,Good,Coding,40,49,76,47,43,80,55.83,5.58,Yes,76.9,50000,12859,37141,30,No,Poor,No,8.6,19,5
S2313,Aisha Mehta,Other,18,2007-06-08,11,A,Delhi,Primary,Excellent,Tablet,Reading/Writing,Average,Sports,30,92,87,41,67,71,64.67,6.47,No,88.6,40000,23303,16697,4,No,Good,Yes,1.3,12,4
S2314,Ishaan Nair,Male,16,2009-08-28,11,A,Mumbai,Graduate,Excellent,Laptop,Kinesthetic,Excellent,Coding,79,74,71,60,79,65,71.33,7.13,Yes,96.7,60000,37802,22198,11,Yes,Poor,Yes,3.4,44,3
S2315,Sana Singh,Female,15,2009-12-13,10,C,Kolkata,Postgraduate,Excellent,None,Reading/Writing,Poor,Dance,80,36,68,39,42,97,60.33,6.03,Yes,57.4,30000,23648,6352,19,No,Good,Yes,6.5,31,1
S2316,Siddharth Kapoor,Female,17,2008-01-03,11,B,Nagpur,Postgraduate,Poor,Laptop,Visual,Average,Dance,22,54,95,33,70,92,61.0,6.1,No,86.1,50000,25813,24187,29,Yes,Poor,No,2.1,38,1
S2317,Maya Gupta,Male,19,2006-06-27,10,E,Hyderabad,Postgraduate,Good,None,Kinesthetic,Average,Dance,55,91,24,51,90,51,60.33,6.03,No,96.1,30000,16857,13143,8,No,Average,No,1.4,19,7
S2318,Aarav Shah,Other,18,2007-06-21,11,B,Mumbai,Secondary,Average,Tablet,Visual,Good,Dance,91,65,56,57,42,58,61.5,6.15,Yes,89.2,60000,20440,39560,27,No,Poor,Yes,9.2,26,2
S2319,Maya Malhotra,Other,19,2006-04-13,10,B,Delhi,None,Excellent,Laptop,Auditory,Excellent,Sports,45,69,79,48,98,45,64.0,6.4,Yes,90.3,100000,60339,39661,7,Yes,Good,No,4.6,33,3
S2320,Sana Bhatia,Female,14,2011-04-14,11,A,Mumbai,Graduate,Good,None,Auditory,Poor,Music,71,70,73,55,95,57,70.17,7.02,Yes,61.7,50000,11605,38395,29,Yes,Good,Yes,1.8,20,6
S2321,Maya Kumar,Male,18,2007-08-18,11,B,Delhi,Postgraduate,Poor,Tablet,Auditory,Poor,Dance,62,83,77,35,28,79,60.67,6.07,No,72.8,40000,4968,35032,7,Yes,Good,Yes,9.8,30,8
S2322,Ritika Dutta,Female,14,2011-04-27,9,C,Nagpur,Graduate,Excellent,Tablet,Reading/Writing,Average,Debate,74,99,36,97,26,86,69.67,6.97,No,72.3,100000,60596,39404,22,No,Good,No,3.2,41,0
S2323,Sana Patel,Female,15,2010-03-21,11,C,Mumbai,Postgraduate,Poor,Laptop,Visual,Good,Music,81,81,87,47,72,88,76.0,7.6,Yes,75.6,40000,2915,37085,20,No,Average,No,5.2,38,8
S2324,Sana Joshi,Other,15,2010-07-22,12,C,Mumbai,Postgraduate,Average,Phone,Auditory,Poor,Debate,98,45,36,54,54,50,56.17,5.62,Yes,97.6,80000,3656,76344,21,No,Good,Yes,7.2,23,6
S2325,Ritika Sharma,Male,18,2007-08-23,11,C,Kolkata,Graduate,Average,None,Visual,Excellent,Drama,33,50,90,49,36,97,59.17,5.92,Yes,53.3,30000,18538,11462,19,No,Average,No,3.9,43,8
S2326,Vihaan Dutta,Female,18,2007-09-18,11,B,Nagpur,Graduate,Average,None,Reading/Writing,Average,Debate,47,84,82,54,26,90,63.83,6.38,No,80.9,30000,17708,12292,15,No,Good,Yes,4.2,23,8
S2327,Ritika Agarwal,Other,14,2011-02-24,9,C,Mumbai,Graduate,Average,Phone,Reading/Writing,Poor,Coding,52,22,53,93,99,45,60.67,6.07,No,81.1,40000,12066,27934,4,Yes,Poor,No,9.3,25,10
S2328,Tanvi Patel,Male,16,2009-04-06,9,D,Kolkata,Graduate,Excellent,Tablet,Kinesthetic,Excellent,NCC,50,94,29,70,95,41,63.17,6.32,No,98.4,30000,2017,27983,5,Yes,Good,No,1.7,30,0
S2329,Krisha Malhotra,Other,19,2005-12-11,12,B,Bengaluru,Graduate,Poor,None,Kinesthetic,Average,Debate,87,75,54,83,44,100,73.83,7.38,Yes,76.8,80000,8401,71599,24,Yes,Good,Yes,4.7,26,1
S2330,Riya Verma,Male,17,2008-08-31,11,A,Mumbai,Primary,Good,Tablet,Kinesthetic,Excellent,Sports,88,86,22,85,79,66,71.0,7.1,No,58.0,60000,43559,16441,19,No,Poor,Yes,6.2,50,2
S2331,Maya Joshi,Female,19,2006-09-09,9,E,Nagpur,Postgraduate,Average,Laptop,Visual,Poor,None,20,61,42,98,94,63,63.0,6.3,No,64.4,100000,34721,65279,21,Yes,Good,No,7.2,46,8
S2332,Karan Mehta,Female,19,2006-01-15,12,D,Bengaluru,Graduate,Good,Tablet,Kinesthetic,Good,Robotics,59,25,43,94,100,59,63.33,6.33,No,98.4,50000,15392,34608,22,Yes,Poor,Yes,6.1,46,3
S2333,Aisha Malhotra,Male,18,2007-07-15,12,E,Kolkata,Postgraduate,Poor,Tablet,Visual,Average,Music,25,48,38,33,87,47,46.33,4.63,No,68.0,80000,45057,34943,29,Yes,Average,No,4.8,31,3
S2334,Siddharth Kapoor,Female,17,2008-03-17,10,C,Kolkata,Secondary,Excellent,Laptop,Kinesthetic,Good,NCC,56,67,47,41,40,86,56.17,5.62,Yes,82.2,100000,9252,90748,6,Yes,Average,No,1.3,28,9
S2335,Priya Bose,Female,14,2011-06-06,11,E,Delhi,None,Poor,None,Visual,Average,Debate,47,77,68,99,58,69,69.67,6.97,Yes,78.7,50000,49606,394,19,No,Good,Yes,6.6,32,5
S2336,Krisha Patel,Other,19,2006-09-25,10,D,Bengaluru,Secondary,Excellent,Tablet,Auditory,Average,None,52,72,72,24,84,35,56.5,5.65,No,59.6,80000,68563,11437,30,No,Good,Yes,8.8,16,8
S2337,Karan Patel,Female,15,2010-01-10,9,C,Hyderabad,Secondary,Average,Tablet,Auditory,Excellent,None,80,48,72,65,74,35,62.33,6.23,Yes,90.8,60000,35219,24781,17,No,Average,Yes,5.3,44,0
S2338,Maya Singh,Other,15,2010-04-30,9,D,Hyderabad,Secondary,Average,None,Reading/Writing,Good,None,22,68,86,37,93,94,66.67,6.67,No,92.6,100000,82955,17045,14,Yes,Average,No,1.3,43,3
S2339,Ritika Bose,Female,19,2006-11-24,10,E,Delhi,Primary,Good,Laptop,Visual,Good,NCC,81,100,51,54,71,44,66.83,6.68,Yes,50.2,30000,24930,5070,25,No,Poor,No,3.8,31,1
S2340,Sana Bhatia,Female,15,2010-09-10,10,B,Pune,Postgraduate,Good,Laptop,Reading/Writing,Average,None,96,57,90,29,43,86,66.83,6.68,No,51.2,40000,34360,5640,27,Yes,Good,Yes,9.5,34,9
S2341,Krisha Khandelwal,Other,15,2010-03-18,10,A,Kolkata,Graduate,Average,Phone,Kinesthetic,Poor,Dance,88,82,98,38,93,56,75.83,7.58,Yes,86.6,100000,56674,43326,4,Yes,Poor,Yes,3.2,20,2
S2342,Aditya Gupta,Male,19,2006-11-22,9,C,Mumbai,Secondary,Good,Laptop,Kinesthetic,Good,Drama,47,93,67,39,83,93,70.33,7.03,Yes,66.2,40000,37293,2707,12,No,Average,No,9.0,39,5
S2343,Zoya Dutta,Male,14,2011-01-18,11,A,Pune,None,Excellent,None,Visual,Poor,Debate,36,25,84,75,34,92,57.67,5.77,No,77.1,30000,454,29546,19,No,Poor,Yes,6.7,32,10
S2344,Zoya Dutta,Female,16,2009-01-06,9,C,Bengaluru,Primary,Average,None,Kinesthetic,Average,Drama,81,50,82,88,27,83,68.5,6.85,No,73.8,40000,26490,13510,19,Yes,Good,Yes,2.4,11,3
S2345,Vihaan Kumar,Female,19,2006-06-13,12,A,Mumbai,Graduate,Poor,Phone,Kinesthetic,Average,Debate,65,75,83,27,61,74,64.17,6.42,No,74.6,60000,1685,58315,27,No,Poor,Yes,3.6,45,1
S2346,Rohit Reddy,Female,17,2008-02-07,9,C,Bengaluru,Postgraduate,Excellent,Tablet,Kinesthetic,Average,None,76,99,33,20,80,79,64.5,6.45,No,86.0,80000,75099,4901,26,Yes,Good,Yes,10.0,19,0
S2347,Rohit Bose,Other,14,2011-02-26,9,E,Delhi,None,Excellent,None,Kinesthetic,Poor,Coding,98,24,84,61,32,48,57.83,5.78,No,81.8,60000,271,59729,16,No,Poor,Yes,5.6,34,5
S2348,Rohit Verma,Male,17,2008-06-23,12,C,Pune,None,Excellent,Laptop,Reading/Writing,Good,NCC,45,47,20,37,42,30,36.83,3.68,No,72.6,80000,43745,36255,23,Yes,Average,Yes,8.1,36,9
S2349,Sana Singh,Other,16,2009-05-30,12,E,Delhi,Postgraduate,Good,Phone,Auditory,Poor,Drama,37,88,27,96,28,34,51.67,5.17,No,82.3,60000,46927,13073,1,Yes,Poor,No,5.4,15,1
S2350,Aisha Sharma,Other,16,2009-08-20,9,E,Chennai,None,Poor,Phone,Auditory,Excellent,Drama,65,83,76,41,57,56,63.0,6.3,Yes,79.0,50000,15236,34764,15,No,Poor,No,6.7,35,3
S2351,Riya Kapoor,Male,15,2010-04-27,9,A,Nagpur,Secondary,Poor,None,Visual,Poor,None,27,60,62,87,70,33,56.5,5.65,No,60.9,100000,26634,73366,26,Yes,Good,Yes,5.2,15,9
S2352,Aisha Khandelwal,Other,17,2008-07-08,10,A,Chennai,Secondary,Excellent,Laptop,Visual,Average,Coding,64,99,25,45,76,45,59.0,5.9,No,94.6,80000,34173,45827,22,Yes,Average,No,8.5,41,7
